timestamp,percentage,depth,notional
2024-11-06 02:23:02,-1,123106307.00000000,2275551.30800300
2024-11-06 02:23:02,1,78325154.00000000,1461033.82037200
2024-11-06 02:23:02,2,123541580.00000000,2312781.03693800
2024-11-06 02:23:02,3,158644622.00000000,2981032.04759900
2024-11-06 02:23:02,4,195308446.00000000,3685101.43276200
2024-11-06 02:23:02,5,205247197.00000000,3877792.61865400
2024-11-06 02:23:31,-5,287555556.00000000,5259395.16303400
2024-11-06 02:23:31,-4,265990737.00000000,4876433.17533000
2024-11-06 02:23:31,-3,240415795.00000000,4417570.73129500
2024-11-06 02:23:31,-2,191203553.00000000,3525633.66634400
2024-11-06 02:23:31,-1,124162194.00000000,2297358.57990700
2024-11-06 02:23:31,1,81789095.00000000,1528062.81048900
2024-11-06 02:23:31,2,121488201.00000000,2277023.40255700
2024-11-06 02:23:31,3,155448830.00000000,2924051.47419500
2024-11-06 02:23:31,4,192562801.00000000,3637272.44787000
2024-11-06 02:23:31,5,203318067.00000000,3846288.91160300
2024-11-06 02:24:00,-5,286290864.00000000,5238720.35818300
2024-11-06 02:24:00,-4,264573517.00000000,4852833.23875800
2024-11-06 02:24:00,-3,237565823.00000000,4367911.35846800
2024-11-06 02:24:00,-2,189414939.00000000,3494844.69696500
2024-11-06 02:24:00,-1,118798955.00000000,2200351.93589400
2024-11-06 02:24:00,1,84216266.00000000,1574265.94936600
2024-11-06 02:24:00,2,125961618.00000000,2362461.95852900
2024-11-06 02:24:00,3,163058165.00000000,3070303.80616800
2024-11-06 02:24:00,4,193674583.00000000,3659183.23830600
2024-11-06 02:24:00,5,204397123.00000000,3867652.23297500
2024-11-06 02:24:31,-5,287461686.00000000,5259176.10193300
2024-11-06 02:24:31,-4,265565437.00000000,4870177.12152500
2024-11-06 02:24:31,-3,238999929.00000000,4393324.39747700
2024-11-06 02:24:31,-2,189295778.00000000,3492386.53021800
2024-11-06 02:24:31,-1,120520725.00000000,2231699.08213400
2024-11-06 02:24:31,1,83747644.00000000,1565676.57656600
2024-11-06 02:24:31,2,123763573.00000000,2320990.33981900
2024-11-06 02:24:31,3,162211485.00000000,3054324.23527600
2024-11-06 02:24:31,4,192700635.00000000,3640594.13931300
2024-11-06 02:24:31,5,204027500.00000000,3860702.65953800
2024-11-06 02:25:00,-5,289719616.00000000,5301329.17309700
2024-11-06 02:25:00,-4,267731485.00000000,4910666.40204600
2024-11-06 02:25:00,-3,240086020.00000000,4414288.38097300
2024-11-06 02:25:00,-2,190988369.00000000,3524166.83118900
2024-11-06 02:25:00,-1,121687455.00000000,2253723.74534900
2024-11-06 02:25:00,1,83336807.00000000,1557984.38747300
2024-11-06 02:25:00,2,124899644.00000000,2342710.74137100
2024-11-06 02:25:00,3,161520024.00000000,3041408.87505100
2024-11-06 02:25:00,4,192506253.00000000,3637298.71910400
2024-11-06 02:25:00,5,203773328.00000000,3856310.64804300
2024-11-06 02:25:31,-5,283015672.00000000,5187491.29961100
2024-11-06 02:25:31,-4,260370974.00000000,4784374.09359600
2024-11-06 02:25:31,-3,229310839.00000000,4225251.67938900
2024-11-06 02:25:31,-2,182716436.00000000,3378134.81028200
2024-11-06 02:25:31,-1,118155427.00000000,2192239.57541400
2024-11-06 02:25:31,1,89490872.00000000,1675382.28293200
2024-11-06 02:25:31,2,132009547.00000000,2479939.03993000
2024-11-06 02:25:31,3,171786013.00000000,3240580.29549400
2024-11-06 02:25:31,4,200149389.00000000,3787028.66183400
2024-11-06 02:25:31,5,211039042.00000000,3999056.48666700
2024-11-06 02:26:00,-5,296040883.00000000,5431922.18551700
2024-11-06 02:26:00,-4,272647917.00000000,5015262.58818900
2024-11-06 02:26:00,-3,241151619.00000000,4448005.08512900
2024-11-06 02:26:00,-2,191536767.00000000,3545477.19904500
2024-11-06 02:26:00,-1,122362612.00000000,2273581.88999900
2024-11-06 02:26:00,1,89057086.00000000,1668552.94170500
2024-11-06 02:26:00,2,131561124.00000000,2473212.43267900
2024-11-06 02:26:00,3,175434782.00000000,3312637.25826800
2024-11-06 02:26:00,4,197490375.00000000,3737968.61087100
2024-11-06 02:26:00,5,207096015.00000000,3925072.57362000
2024-11-06 02:26:31,-5,286571470.00000000,5263715.47199600
2024-11-06 02:26:31,-4,260777991.00000000,4803428.76682100
2024-11-06 02:26:31,-3,229500112.00000000,4239169.35190900
2024-11-06 02:26:31,-2,182001573.00000000,3374226.05027100
2024-11-06 02:26:31,-1,118943133.00000000,2213223.98781800
2024-11-06 02:26:31,1,90315238.00000000,1694518.22293300
2024-11-06 02:26:31,2,134823824.00000000,2538052.57791600
2024-11-06 02:26:31,3,177363119.00000000,3353499.34979100
2024-11-06 02:26:31,4,198964185.00000000,3771095.59407000
2024-11-06 02:26:31,5,207205286.00000000,3931895.59551400
2024-11-06 02:27:02,-5,284784825.00000000,5228811.89947300
2024-11-06 02:27:02,-4,259096218.00000000,4770331.80349800
2024-11-06 02:27:02,-3,229298455.00000000,4232972.03453200
2024-11-06 02:27:02,-2,179540948.00000000,3326891.78128000
2024-11-06 02:27:02,-1,117002411.00000000,2175552.94145000
2024-11-06 02:27:02,1,92277035.00000000,1730814.24471800
2024-11-06 02:27:02,2,137528286.00000000,2588393.31347900
2024-11-06 02:27:02,3,179340130.00000000,3389885.13857900
2024-11-06 02:27:02,4,200155497.00000000,3792303.32682400
2024-11-06 02:27:02,5,208403683.00000000,3953241.04283700
2024-11-06 02:27:31,-5,290631523.00000000,5339647.41015100
2024-11-06 02:27:31,-4,262909626.00000000,4844493.43314300
2024-11-06 02:27:31,-3,233610601.00000000,4315353.93602600
2024-11-06 02:27:31,-2,186613718.00000000,3458967.65394600
2024-11-06 02:27:31,-1,109711733.00000000,2042067.41718100
2024-11-06 02:27:31,1,96564961.00000000,1813060.23651300
2024-11-06 02:27:31,2,136784087.00000000,2575926.09142400
2024-11-06 02:27:31,3,179310027.00000000,3391364.10209800
2024-11-06 02:27:31,4,201520787.00000000,3821010.14061300
2024-11-06 02:27:31,5,210123778.00000000,3988913.58139900
2024-11-06 02:28:00,-5,287679389.00000000,5286575.92496400
2024-11-06 02:28:00,-4,261014202.00000000,4810304.30620600
2024-11-06 02:28:00,-3,232510606.00000000,4295557.72557100
2024-11-06 02:28:00,-2,188157510.00000000,3487434.31400900
2024-11-06 02:28:00,-1,111700359.00000000,2078694.01138900
2024-11-06 02:28:00,1,91356902.00000000,1715299.11901400
2024-11-06 02:28:00,2,130595907.00000000,2459438.17477900
2024-11-06 02:28:00,3,175011881.00000000,3311080.47129000
2024-11-06 02:28:00,4,197228370.00000000,3740820.06279000
2024-11-06 02:28:00,5,205817925.00000000,3908459.70306900
2024-11-06 02:28:31,-5,294227514.00000000,5410291.37498800
2024-11-06 02:28:31,-4,267370520.00000000,4930517.46568900
2024-11-06 02:28:31,-3,240025586.00000000,4436629.81692200
2024-11-06 02:28:31,-2,194448289.00000000,3605939.49221600
2024-11-06 02:28:31,-1,120115207.00000000,2236306.92082900
2024-11-06 02:28:31,1,96012456.00000000,1803122.04315600
2024-11-06 02:28:31,2,134873189.00000000,2540293.86787800
2024-11-06 02:28:31,3,178258500.00000000,3372274.55023200
2024-11-06 02:28:31,4,200506195.00000000,3802739.83505900
2024-11-06 02:28:31,5,209372623.00000000,3975941.80918700
2024-11-06 02:29:00,-5,283313592.00000000,5213995.34701800
2024-11-06 02:29:00,-4,256764884.00000000,4739339.29143800
2024-11-06 02:29:00,-3,224917114.00000000,4163151.81907800
2024-11-06 02:29:00,-2,177261131.00000000,3292386.27676000
2024-11-06 02:29:00,-1,103221127.00000000,1925380.09898400
2024-11-06 02:29:00,1,93384615.00000000,1757299.13268300
2024-11-06 02:29:00,2,131500745.00000000,2481815.89211400
2024-11-06 02:29:00,3,174035188.00000000,3298684.37750300
2024-11-06 02:29:00,4,196338125.00000000,3730611.61194900
2024-11-06 02:29:00,5,204869389.00000000,3897478.68865100
2024-11-06 02:29:30,-5,277823594.00000000,5117668.64293100
2024-11-06 02:29:30,-4,253921475.00000000,4689546.45449300
2024-11-06 02:29:30,-3,221127865.00000000,4096050.49812000
2024-11-06 02:29:30,-2,166706456.00000000,3101215.61790400
2024-11-06 02:29:30,-1,101357390.00000000,1892675.46367300
2024-11-06 02:29:30,1,93367098.00000000,1758478.11757700
2024-11-06 02:29:30,2,129862887.00000000,2453250.58392200
2024-11-06 02:29:30,3,171881360.00000000,3260856.76345200
2024-11-06 02:29:30,4,200616163.00000000,3818192.71160600
2024-11-06 02:29:30,5,208667078.00000000,3975713.06051500
2024-11-06 02:30:04,-5,281373860.00000000,5186389.03283000
2024-11-06 02:30:04,-4,254880879.00000000,4711531.61949800
2024-11-06 02:30:04,-3,221930349.00000000,4114601.47702500
2024-11-06 02:30:04,-2,171687154.00000000,3195187.56234200
2024-11-06 02:30:04,-1,99816081.00000000,1865570.68338300
2024-11-06 02:30:04,1,86315399.00000000,1627038.97659600
2024-11-06 02:30:04,2,124103767.00000000,2346509.81322200
2024-11-06 02:30:04,3,168801700.00000000,3205954.68879300
2024-11-06 02:30:04,4,195005040.00000000,3714741.06253200
2024-11-06 02:30:04,5,200580747.00000000,3824021.59923900
2024-11-06 02:30:32,-5,284380142.00000000,5252366.27949900
2024-11-06 02:30:32,-4,262325273.00000000,4856552.95563700
2024-11-06 02:30:32,-3,225464818.00000000,4187692.39080800
2024-11-06 02:30:32,-2,176518125.00000000,3290622.12548400
2024-11-06 02:30:32,-1,103607738.00000000,1939692.68867700
2024-11-06 02:30:32,1,89621614.00000000,1692117.58750300
2024-11-06 02:30:32,2,127577062.00000000,2416312.27316400
2024-11-06 02:30:32,3,170134594.00000000,3235957.94873200
2024-11-06 02:30:32,4,197212957.00000000,3762303.28239600
2024-11-06 02:30:32,5,202873200.00000000,3873471.05455900
2024-11-06 02:31:01,-5,264948878.00000000,4890380.75262500
2024-11-06 02:31:01,-4,244457205.00000000,4522647.69308300
2024-11-06 02:31:01,-3,213044446.00000000,3953137.91465200
2024-11-06 02:31:01,-2,161445921.00000000,3007981.72132100
2024-11-06 02:31:01,-1,97715488.00000000,1827488.54053400
2024-11-06 02:31:01,1,83702822.00000000,1579456.04936800
2024-11-06 02:31:01,2,119742015.00000000,2266839.88378800
2024-11-06 02:31:01,3,161026139.00000000,3061408.02184400
2024-11-06 02:31:01,4,191610998.00000000,3655703.28259500
2024-11-06 02:31:01,5,198521667.00000000,3791234.71166400
2024-11-06 02:31:32,-5,265795011.00000000,4906388.61956500
2024-11-06 02:31:32,-4,245173726.00000000,4536588.45854200
2024-11-06 02:31:32,-3,215387432.00000000,3996806.97310700
2024-11-06 02:31:32,-2,167995076.00000000,3129065.07543700
2024-11-06 02:31:32,-1,111857549.00000000,2090292.27108200
2024-11-06 02:31:32,1,90915152.00000000,1714181.79311300
2024-11-06 02:31:32,2,124169550.00000000,2347769.29175500
2024-11-06 02:31:32,3,166619906.00000000,3164123.63153900
2024-11-06 02:31:32,4,197307418.00000000,3760125.29154600
2024-11-06 02:31:32,5,203874250.00000000,3888810.37047600
2024-11-06 02:32:01,-5,270151677.00000000,4991255.76237300
2024-11-06 02:32:01,-4,242638374.00000000,4496604.64747300
2024-11-06 02:32:01,-3,211510369.00000000,3931449.89943500
2024-11-06 02:32:01,-2,161260665.00000000,3009479.00700400
2024-11-06 02:32:01,-1,100460170.00000000,1882033.56134000
2024-11-06 02:32:01,1,80102401.00000000,1513711.50233700
2024-11-06 02:32:01,2,123452425.00000000,2342203.89322600
2024-11-06 02:32:01,3,160331918.00000000,3053960.28665800
2024-11-06 02:32:01,4,186708776.00000000,3567123.77194800
2024-11-06 02:32:01,5,192933281.00000000,3689432.24581300
2024-11-06 02:32:31,-5,261601736.00000000,4826612.46759500
2024-11-06 02:32:31,-4,236790003.00000000,4381094.71284500
2024-11-06 02:32:31,-3,205887233.00000000,3820890.07833300
2024-11-06 02:32:31,-2,159170388.00000000,2964935.63083100
2024-11-06 02:32:31,-1,92387916.00000000,1728139.70906800
2024-11-06 02:32:31,1,79353251.00000000,1497701.87794600
2024-11-06 02:32:31,2,123794394.00000000,2345104.60586700
2024-11-06 02:32:31,3,160317209.00000000,3048216.26475500
2024-11-06 02:32:31,4,192466673.00000000,3673094.19359800
2024-11-06 02:32:31,5,199344108.00000000,3807972.66499800
2024-11-06 02:33:00,-5,272210487.00000000,5027269.22353100
2024-11-06 02:33:00,-4,244476460.00000000,4528803.12416900
2024-11-06 02:33:00,-3,212406577.00000000,3946593.07378500
2024-11-06 02:33:00,-2,164862685.00000000,3074540.73246000
2024-11-06 02:33:00,-1,95306696.00000000,1785231.59344800
2024-11-06 02:33:00,1,77584083.00000000,1465855.68088200
2024-11-06 02:33:00,2,123417135.00000000,2340843.66790200
2024-11-06 02:33:00,3,162691622.00000000,3098148.52620700
2024-11-06 02:33:00,4,191187462.00000000,3652580.74956500
2024-11-06 02:33:00,5,197639752.00000000,3779345.22775300
2024-11-06 02:33:31,-5,281933754.00000000,5214551.98951000
2024-11-06 02:33:31,-4,248371478.00000000,4610471.83071900
2024-11-06 02:33:31,-3,220874254.00000000,4110399.17749000
2024-11-06 02:33:31,-2,174226311.00000000,3253946.31798400
2024-11-06 02:33:31,-1,104474334.00000000,1959362.64681100
2024-11-06 02:33:31,1,74883604.00000000,1416814.66183500
2024-11-06 02:33:31,2,121009872.00000000,2298747.91664100
2024-11-06 02:33:31,3,157632741.00000000,3006301.14041400
2024-11-06 02:33:31,4,181844627.00000000,3477867.09170000
2024-11-06 02:33:31,5,188445589.00000000,3607615.34203500
2024-11-06 02:34:00,-5,281995479.00000000,5221535.13562300
2024-11-06 02:34:00,-4,250735196.00000000,4658700.13867200
2024-11-06 02:34:00,-3,222979448.00000000,4153584.37942400
2024-11-06 02:34:00,-2,175888886.00000000,3288245.48666900
2024-11-06 02:34:00,-1,106837363.00000000,2005641.68707500
2024-11-06 02:34:00,1,85242413.00000000,1614195.78896500
2024-11-06 02:34:00,2,130712192.00000000,2484268.37637200
2024-11-06 02:34:00,3,166862930.00000000,3183108.89466700
2024-11-06 02:34:00,4,190588631.00000000,3645530.66912000
2024-11-06 02:34:00,5,196965222.00000000,3771047.88827900
2024-11-06 02:34:30,-5,281073438.00000000,5207962.30021500
2024-11-06 02:34:30,-4,250786574.00000000,4662341.88016100
2024-11-06 02:34:30,-3,219892805.00000000,4099675.61841400
2024-11-06 02:34:30,-2,172640771.00000000,3230309.36403300
2024-11-06 02:34:30,-1,103190097.00000000,1938691.94112400
2024-11-06 02:34:30,1,94997085.00000000,1800154.42934100
2024-11-06 02:34:30,2,135254958.00000000,2571634.24898100
2024-11-06 02:34:30,3,171693830.00000000,3276714.40406400
2024-11-06 02:34:30,4,194356365.00000000,3718720.06062500
2024-11-06 02:34:30,5,201918903.00000000,3867742.10848200
2024-11-06 02:35:01,-5,272088111.00000000,5040827.25891600
2024-11-06 02:35:01,-4,243172423.00000000,4519945.53144600
2024-11-06 02:35:01,-3,217250904.00000000,4048187.20302800
2024-11-06 02:35:01,-2,169633375.00000000,3172686.94260900
2024-11-06 02:35:01,-1,110949439.00000000,2082577.58708700
2024-11-06 02:35:01,1,95362140.00000000,1806586.64192900
2024-11-06 02:35:01,2,132490101.00000000,2517692.81279900
2024-11-06 02:35:01,3,168448449.00000000,3212889.19928700
2024-11-06 02:35:01,4,191455200.00000000,3661559.76657000
2024-11-06 02:35:01,5,207647514.00000000,3980122.11610100
2024-11-06 02:35:32,-5,279877372.00000000,5194724.61716900
2024-11-06 02:35:32,-4,249558545.00000000,4647699.48257500
2024-11-06 02:35:32,-3,221885844.00000000,4142865.89483900
2024-11-06 02:35:32,-2,176199624.00000000,3301261.69732800
2024-11-06 02:35:32,-1,108013679.00000000,2032299.98994500
2024-11-06 02:35:32,1,84897371.00000000,1610460.77836300
2024-11-06 02:35:32,2,126255298.00000000,2403199.52745600
2024-11-06 02:35:32,3,159148392.00000000,3040311.29199600
2024-11-06 02:35:32,4,192014130.00000000,3683328.62644500
2024-11-06 02:35:32,5,201235719.00000000,3865587.12792400
2024-11-06 02:36:00,-5,277720562.00000000,5147685.92045700
2024-11-06 02:36:00,-4,248636381.00000000,4623682.21979900
2024-11-06 02:36:00,-3,221809830.00000000,4135171.61994900
2024-11-06 02:36:00,-2,177709600.00000000,3324001.20908600
2024-11-06 02:36:00,-1,102577879.00000000,1927036.48258800
2024-11-06 02:36:00,1,82769781.00000000,1568051.39090100
2024-11-06 02:36:00,2,128907690.00000000,2451208.09174600
2024-11-06 02:36:00,3,160804366.00000000,3068169.80156300
2024-11-06 02:36:00,4,188433519.00000000,3607261.02752900
2024-11-06 02:36:00,5,205079510.00000000,3934818.05898200
2024-11-06 02:36:31,-5,289253204.00000000,5354960.60263900
2024-11-06 02:36:31,-4,262085016.00000000,4866327.90175300
2024-11-06 02:36:31,-3,235635887.00000000,4386062.13468000
2024-11-06 02:36:31,-2,191387393.00000000,3573639.95451100
2024-11-06 02:36:31,-1,115274086.00000000,2161669.05610600
2024-11-06 02:36:31,1,83517197.00000000,1579955.57782700
2024-11-06 02:36:31,2,128885001.00000000,2447477.85223300
2024-11-06 02:36:31,3,159655320.00000000,3041586.42532700
2024-11-06 02:36:31,4,184253660.00000000,3520702.26287900
2024-11-06 02:36:31,5,202119226.00000000,3871801.85004900
2024-11-06 02:37:00,-5,283669111.00000000,5251450.41222900
2024-11-06 02:37:00,-4,258038810.00000000,4790473.10041200
2024-11-06 02:37:00,-3,232561017.00000000,4328013.10150300
2024-11-06 02:37:00,-2,186292447.00000000,3478633.43341700
2024-11-06 02:37:00,-1,115561714.00000000,2166584.86718700
2024-11-06 02:37:00,1,86463155.00000000,1635260.62610300
2024-11-06 02:37:00,2,131914877.00000000,2504205.32770100
2024-11-06 02:37:00,3,164176474.00000000,3127165.93752300
2024-11-06 02:37:00,4,188648664.00000000,3603784.09392000
2024-11-06 02:37:00,5,206383623.00000000,3952319.54330800
2024-11-06 02:37:31,-5,274177615.00000000,5065842.99993300
2024-11-06 02:37:31,-4,251340526.00000000,4655570.80168600
2024-11-06 02:37:31,-3,225551426.00000000,4188118.15292000
2024-11-06 02:37:31,-2,180233268.00000000,3357499.70425300
2024-11-06 02:37:31,-1,105370792.00000000,1970648.14244600
2024-11-06 02:37:31,1,85171063.00000000,1606359.32474700
2024-11-06 02:37:31,2,130427073.00000000,2470139.67131800
2024-11-06 02:37:31,3,163303907.00000000,3103161.03269300
2024-11-06 02:37:31,4,192685038.00000000,3674253.11308000
2024-11-06 02:37:31,5,209970583.00000000,4013739.11365400
2024-11-06 02:38:00,-5,283608906.00000000,5239117.79828000
2024-11-06 02:38:00,-4,264417257.00000000,4894760.29763900
2024-11-06 02:38:00,-3,234952514.00000000,4361156.69307000
2024-11-06 02:38:00,-2,188667721.00000000,3513222.05261500
2024-11-06 02:38:00,-1,119146661.00000000,2226677.51410200
2024-11-06 02:38:00,1,79327736.00000000,1494510.11587600
2024-11-06 02:38:00,2,123857508.00000000,2342586.62354600
2024-11-06 02:38:00,3,161210488.00000000,3061017.23933500
2024-11-06 02:38:00,4,189402742.00000000,3608321.99912400
2024-11-06 02:38:00,5,207657079.00000000,3966433.19035000
2024-11-06 02:38:32,-5,276307224.00000000,5109449.76118100
2024-11-06 02:38:32,-4,253566912.00000000,4700851.45611300
2024-11-06 02:38:32,-3,225611995.00000000,4193792.20342000
2024-11-06 02:38:32,-2,183358631.00000000,3419031.37048500
2024-11-06 02:38:32,-1,113927933.00000000,2132443.79307300
2024-11-06 02:38:32,1,88421446.00000000,1670021.71571100
2024-11-06 02:38:32,2,126293502.00000000,2392872.59195600
2024-11-06 02:38:32,3,165454987.00000000,3147566.46143500
2024-11-06 02:38:32,4,190798406.00000000,3640509.47416400
2024-11-06 02:38:32,5,206839456.00000000,3955595.23688400
2024-11-06 02:39:00,-5,282956706.00000000,5230621.86597700
2024-11-06 02:39:00,-4,260122483.00000000,4820453.24259800
2024-11-06 02:39:00,-3,232143439.00000000,4312868.91596300
2024-11-06 02:39:00,-2,186219561.00000000,3470949.15574900
2024-11-06 02:39:00,-1,115075649.00000000,2153141.14561300
2024-11-06 02:39:00,1,88978221.00000000,1679893.62427100
2024-11-06 02:39:00,2,127939281.00000000,2423114.46983800
2024-11-06 02:39:00,3,168379718.00000000,3202249.49762100
2024-11-06 02:39:00,4,195403365.00000000,3727712.63236300
2024-11-06 02:39:00,5,211192538.00000000,4037851.24998300
2024-11-06 02:39:32,-5,281472956.00000000,5212987.62156000
2024-11-06 02:39:32,-4,256048660.00000000,4755733.66897400
2024-11-06 02:39:32,-3,227458293.00000000,4235905.59147200
2024-11-06 02:39:32,-2,185093800.00000000,3457207.95448900
2024-11-06 02:39:32,-1,112956915.00000000,2117805.64033500
2024-11-06 02:39:32,1,95690840.00000000,1810739.66294500
2024-11-06 02:39:32,2,136552520.00000000,2592502.11577400
2024-11-06 02:39:32,3,169564512.00000000,3230138.39344500
2024-11-06 02:39:32,4,194937446.00000000,3724158.25958100
2024-11-06 02:39:32,5,212159424.00000000,4062617.70087400
2024-11-06 02:40:03,-5,278491854.00000000,5156370.36089400
2024-11-06 02:40:03,-4,252700629.00000000,4692432.32368800
2024-11-06 02:40:03,-3,225711028.00000000,4201719.24830900
2024-11-06 02:40:03,-2,182261022.00000000,3403696.34188200
2024-11-06 02:40:03,-1,109777772.00000000,2058289.89084000
2024-11-06 02:40:03,1,90599654.00000000,1714107.68915100
2024-11-06 02:40:03,2,131189317.00000000,2490553.28715400
2024-11-06 02:40:03,3,166520964.00000000,3172847.80747600
2024-11-06 02:40:03,4,190418710.00000000,3638150.20979700
2024-11-06 02:40:03,5,207421061.00000000,3972290.45913300
2024-11-06 02:40:31,-5,274216976.00000000,5058363.93322200
2024-11-06 02:40:31,-4,256021057.00000000,4732147.63963200
2024-11-06 02:40:31,-3,232493249.00000000,4306594.66722800
2024-11-06 02:40:31,-2,183806889.00000000,3416995.41517800
2024-11-06 02:40:31,-1,112151422.00000000,2093081.50549000
2024-11-06 02:40:31,1,76749653.00000000,1444558.96945000
2024-11-06 02:40:31,2,120956874.00000000,2285809.27599900
2024-11-06 02:40:31,3,161999676.00000000,3074820.98197100
2024-11-06 02:40:31,4,188308484.00000000,3585051.55690200
2024-11-06 02:40:31,5,210650056.00000000,4022574.56880700
2024-11-06 02:41:01,-5,280525730.00000000,5167180.05131100
2024-11-06 02:41:01,-4,260485337.00000000,4808775.92204000
2024-11-06 02:41:01,-3,234078743.00000000,4331603.71329100
2024-11-06 02:41:01,-2,184157522.00000000,3420095.63996200
2024-11-06 02:41:01,-1,119285479.00000000,2222820.46805500
2024-11-06 02:41:01,1,76818976.00000000,1444496.20440200
2024-11-06 02:41:01,2,122753593.00000000,2317098.27772000
2024-11-06 02:41:01,3,161357128.00000000,3058255.56175300
2024-11-06 02:41:01,4,190419320.00000000,3620834.99271500
2024-11-06 02:41:01,5,213670366.00000000,4076171.18587000
2024-11-06 02:41:32,-5,283948034.00000000,5223082.51838300
2024-11-06 02:41:32,-4,265547523.00000000,4894346.91669300
2024-11-06 02:41:32,-3,241297784.00000000,4456981.15951500
2024-11-06 02:41:32,-2,190899691.00000000,3538730.44720000
2024-11-06 02:41:32,-1,117586096.00000000,2188192.79388300
2024-11-06 02:41:32,1,72682124.00000000,1363460.11840300
2024-11-06 02:41:32,2,125077822.00000000,2356742.00252000
2024-11-06 02:41:32,3,166598744.00000000,3152946.62716100
2024-11-06 02:41:32,4,194765564.00000000,3697527.41432500
2024-11-06 02:41:32,5,208704539.00000000,3969646.19876700
2024-11-06 02:42:00,-5,295099934.00000000,5427129.89687300
2024-11-06 02:42:00,-4,278748032.00000000,5135377.40318500
2024-11-06 02:42:00,-3,249897903.00000000,4615362.00623200
2024-11-06 02:42:00,-2,200339554.00000000,3712880.26574300
2024-11-06 02:42:00,-1,132130194.00000000,2457250.83484100
2024-11-06 02:42:00,1,82422522.00000000,1544530.83194100
2024-11-06 02:42:00,2,132684555.00000000,2496998.63958300
2024-11-06 02:42:00,3,174740590.00000000,3302816.15302900
2024-11-06 02:42:00,4,203992471.00000000,3867818.10246300
2024-11-06 02:42:00,5,217472606.00000000,4130844.81747600
2024-11-06 02:42:31,-5,287197782.00000000,5275198.49574600
2024-11-06 02:42:31,-4,270629353.00000000,4979852.62028400
2024-11-06 02:42:31,-3,241479493.00000000,4454575.05597700
2024-11-06 02:42:31,-2,186686349.00000000,3457175.42409500
2024-11-06 02:42:31,-1,127064728.00000000,2360421.27550900
2024-11-06 02:42:31,1,71108739.00000000,1331913.90532800
2024-11-06 02:42:31,2,118504709.00000000,2229070.23267900
2024-11-06 02:42:31,3,159558661.00000000,3014966.71365700
2024-11-06 02:42:31,4,191029768.00000000,3622191.50575700
2024-11-06 02:42:31,5,201369612.00000000,3823625.02152300
2024-11-06 02:43:03,-5,289423073.00000000,5319878.98919200
2024-11-06 02:43:03,-4,272901953.00000000,5025155.97296300
2024-11-06 02:43:03,-3,242611672.00000000,4478788.32803000
2024-11-06 02:43:03,-2,184986026.00000000,3429005.31474000
2024-11-06 02:43:03,-1,116262055.00000000,2163682.68866500
2024-11-06 02:43:03,1,65378956.00000000,1226671.47087300
2024-11-06 02:43:03,2,118090715.00000000,2225201.79315000
2024-11-06 02:43:03,3,161399367.00000000,3055323.92518400
2024-11-06 02:43:03,4,186286583.00000000,3536343.45998300
2024-11-06 02:43:03,5,195802347.00000000,3722162.99889500
2024-11-06 02:43:32,-5,290603399.00000000,5353808.98273900
2024-11-06 02:43:32,-4,271052414.00000000,5003785.42160200
2024-11-06 02:43:32,-3,235829965.00000000,4366449.54750800
2024-11-06 02:43:32,-2,185641216.00000000,3449313.51163900
2024-11-06 02:43:32,-1,113265726.00000000,2112964.36939600
2024-11-06 02:43:32,1,80031679.00000000,1507184.26116400
2024-11-06 02:43:32,2,118276079.00000000,2234278.37035600
2024-11-06 02:43:32,3,164399924.00000000,3120369.70856800
2024-11-06 02:43:32,4,183886556.00000000,3497852.84458600
2024-11-06 02:43:32,5,195436617.00000000,3723682.42334400
2024-11-06 02:44:00,-5,298702283.00000000,5510085.91361200
2024-11-06 02:44:00,-4,270811701.00000000,5009715.14140600
2024-11-06 02:44:00,-3,243009136.00000000,4505836.22963000
2024-11-06 02:44:00,-2,193306150.00000000,3596720.73199900
2024-11-06 02:44:00,-1,110660593.00000000,2068124.95751100
2024-11-06 02:44:00,1,88167215.00000000,1662921.91784700
2024-11-06 02:44:00,2,120503422.00000000,2278819.03505100
2024-11-06 02:44:00,3,169637231.00000000,3224108.50848900
2024-11-06 02:44:00,4,191642818.00000000,3651421.33398600
2024-11-06 02:44:00,5,199139253.00000000,3798423.06981300
2024-11-06 02:44:31,-5,288609985.00000000,5332108.52230700
2024-11-06 02:44:31,-4,262191645.00000000,4857592.09409900
2024-11-06 02:44:31,-3,237942258.00000000,4417610.20302400
2024-11-06 02:44:31,-2,187463066.00000000,3493009.00936500
2024-11-06 02:44:31,-1,106494302.00000000,1992817.49306900
2024-11-06 02:44:31,1,92521655.00000000,1746262.83208300
2024-11-06 02:44:31,2,129791313.00000000,2456930.32130200
2024-11-06 02:44:31,3,173649044.00000000,3301719.63939200
2024-11-06 02:44:31,4,199801911.00000000,3810331.84142700
2024-11-06 02:44:31,5,206928197.00000000,3950257.58479500
2024-11-06 02:45:03,-5,287847237.00000000,5321866.79052300
2024-11-06 02:45:03,-4,263813909.00000000,4890014.57134400
2024-11-06 02:45:03,-3,233541725.00000000,4340135.82949000
2024-11-06 02:45:03,-2,182019260.00000000,3395285.49080100
2024-11-06 02:45:03,-1,100413373.00000000,1881911.28365100
2024-11-06 02:45:03,1,91174323.00000000,1722510.58419500
2024-11-06 02:45:03,2,134564705.00000000,2551606.95168400
2024-11-06 02:45:03,3,170032321.00000000,3236074.90760100
